LOCATION CODE,COUNTY,AREA NAME,REGION,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
580305,SUFFOLK,Sag Harbor Union Free School,NASSAU-SUFFOLK,29,14.90%,20,10.30%,49,25.10%,SCHOOL DISTRICT,200 JERMAIN AVE,SAG HARBOR,NY,11963,"(40.9954, -72.2898)"
661004,WESTCHESTER,Chappaqua Central School,HUDSON VALLEY,106,15.50%,66,9.60%,172,25.10%,SCHOOL DISTRICT,66 ROARING BROOK RD,CHAPPAQUA,NY,10514,"(41.1763, -73.7546)"
260101,MONROE,Brighton Central School,FINGER LAKES,85,13.80%,68,11%,153,24.80%,SCHOOL DISTRICT,2035 MONROE AVE,ROCHESTER,NY,14618,"(43.1249, -77.5633)"
660302,WESTCHESTER,Tuckahoe Union Free School,HUDSON VALLEY,24,18%,9,6.80%,33,24.80%,SCHOOL DISTRICT,29 ELM ST,TUCKAHOE,NY,10707,"(40.9512, -73.8309)"
62601,CHAUTAUQUA,Sherman Central School District,WESTERN NEW YORK,8,10.40%,11,14.30%,19,24.70%,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"(42.1608, -79.5945)"
141601,ERIE,Hamburg Central School,WESTERN NEW YORK,73,13.70%,58,10.90%,131,24.60%,SCHOOL DISTRICT,5305 ABBOTT RD,HAMBURG,NY,14075,"(42.7426, -78.7985)"
280404,NASSAU,Pt Washington U F S,NASSAU-SUFFOLK,86,12.90%,78,11.70%,164,24.60%,SCHOOL DISTRICT,100 CAMPUS DR,PORT WASHINGTON,NY,11050,"(40.8293, -73.6817)"
580404,SUFFOLK,Northport-East Northport Union Free School District,NASSAU-SUFFOLK,137,13%,123,11.70%,260,24.60%,SCHOOL DISTRICT,158 LAUREL AVE,NORTHPORT,NY,11768,"(40.8961, -73.3373)"
660301,WESTCHESTER,Eastchester Union Free School,HUDSON VALLEY,64,14.10%,48,10.50%,112,24.60%,SCHOOL DISTRICT,580 WHITE PLAINS RD,EASTCHESTER,NY,10709,"(40.9623, -73.8111)"
280503,NASSAU,Locust Valley Central School,NASSAU-SUFFOLK,49,12.20%,49,12.20%,98,24.40%,SCHOOL DISTRICT,HORSE HOLLOW RD,LOCUST VALLEY,NY,11560,"(40.888, -73.5903)"
431701,ONTARIO,Victor Central School,FINGER LAKES,132,14.30%,94,10.20%,226,24.40%,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"(42.9923, -77.4194)"
250701,MADISON,Hamilton Central School,CENTRAL NEW YORK,16,12.90%,14,11.30%,30,24.20%,SCHOOL DISTRICT,47 W KENDRICK AVE,HAMILTON,NY,13346,"(42.8224, -75.5474)"
280407,NASSAU,Great Neck Union Free School,NASSAU-SUFFOLK,125,15.10%,75,9.10%,200,24.20%,SCHOOL DISTRICT,345 LAKEVILLE RD,GREAT NECK,NY,11020,"(40.7624, -73.7044)"
140301,ERIE,East Aurora Union Free School,WESTERN NEW YORK,42,12.50%,39,11.60%,81,24.10%,SCHOOL DISTRICT,430 MAIN ST,EAST AURORA,NY,14052,"(42.7681, -78.6183)"
660409,WESTCHESTER,Elmsford Union Free School,HUDSON VALLEY,18,18%,6,6%,24,24%,SCHOOL DISTRICT,98 S GOODWIN AVE,ELMSFORD,NY,10523,"(41.049, -73.8177)"
580303,SUFFOLK,Amagansett Union Free School,NASSAU-SUFFOLK,11,23.90%,,,11,23.90%,SCHOOL DISTRICT,320 MAIN ST,AMAGANSETT,NY,11930,"(40.9766, -72.139)"
400701,NIAGARA,Niagara Wheatfield Cent Sch,WESTERN NEW YORK,97,11.80%,99,12%,196,23.80%,SCHOOL DISTRICT,6700 SCHULTZ ST,NIAGARA FALLS,NY,14304,"(43.1003, -78.917)"
521800,SARATOGA,Saratoga Springs City Schools,NORTHEASTERN NEW YORK,53,11%,62,12.80%,115,23.80%,SCHOOL DISTRICT,3 BLUE STREAK BLVD,SARATOGA SPRINGS,NY,12866,"(43.0727, -73.803)"
261101,MONROE,Hilton Central School,FINGER LAKES,114,15.10%,65,8.60%,179,23.70%,SCHOOL DISTRICT,225 WEST AVE,HILTON,NY,14468,"(43.2879, -77.7996)"
280229,NASSAU,North Merrick U F S,NASSAU-SUFFOLK,52,12.70%,45,11%,97,23.70%,SCHOOL DISTRICT,1057 MERRICK AVE,MERRICK,NY,11566,"(40.6949, -73.5654)"
500401,ROCKLAND,Ramapo Central Schools,HUDSON VALLEY,100,13%,82,10.70%,182,23.70%,SCHOOL DISTRICT,45 MOUNTAIN AVE,HILLBURN,NY,10931,"(41.1251, -74.1698)"
660102,WESTCHESTER,Bedford Central School,HUDSON VALLEY,105,11.70%,108,12%,213,23.70%,SCHOOL DISTRICT,632 S BEDFORD RD,BEDFORD,NY,10506,"(41.1835, -73.6504)"
580506,SUFFOLK,Hauppauge Union Free Schools,NASSAU-SUFFOLK,63,12.30%,58,11.30%,121,23.60%,SCHOOL DISTRICT,495 HOFFMAN LN,HAUPPAUGE,NY,11788,"(40.8239, -73.1865)"
580801,SUFFOLK,Smithtown Central School District,NASSAU-SUFFOLK,224,12.80%,184,10.60%,408,23.40%,SCHOOL DISTRICT,26 NEW YORK AVE,SMITHTOWN,NY,11787,"(40.8544, -73.1996)"
60201,CHAUTAUQUA,So Western Cent Sch-Jamestown,WESTERN NEW YORK,34,12.20%,31,11.10%,65,23.30%,SCHOOL DISTRICT,600 HUNT RD W E,JAMESTOWN,NY,14701,"(42.0897, -79.294)"
280403,NASSAU,Roslyn Union Free School,NASSAU-SUFFOLK,64,11.80%,63,11.60%,127,23.30%,SCHOOL DISTRICT,300 HARBOR HILL RD,ROSLYN,NY,11576,"(40.7944, -73.64)"
50401,CAYUGA,Cato Meridian Central School District,CENTRAL NEW YORK,19,9.50%,27,13.60%,46,23.10%,SCHOOL DISTRICT,2851 NYS RT 370,CATO,NY,13033,"(43.1743, -76.5528)"
470801,OTSEGO,Laurens Central School,NORTHEASTERN NEW YORK,,,12,23.10%,12,23.10%,SCHOOL DISTRICT,55 MAIN ST,LAURENS,NY,13796,"(42.5311, -75.0889)"
581012,SUFFOLK,Mattituck-Cutchogue U F S,NASSAU-SUFFOLK,35,13.30%,26,9.80%,61,23.10%,SCHOOL DISTRICT,385 DEPOT LN,CUTCHOGUE,NY,11935,"(41.0139, -72.4856)"
530301,SCHENECTADY,Niskayuna Central School,NORTHEASTERN NEW YORK,57,9.20%,85,13.80%,142,23%,SCHOOL DISTRICT,1239 VAN ANTWERP RD,SCHENECTADY,NY,12309,"(42.8083, -73.8946)"
280502,NASSAU,Syosset Central School,NASSAU-SUFFOLK,150,13.90%,98,9%,248,22.90%,SCHOOL DISTRICT,99 PELL LN,SYOSSET,NY,11791,"(40.8322, -73.4876)"
660403,WESTCHESTER,Dobbs Ferry Union Free School,HUDSON VALLEY,25,12.10%,22,10.70%,47,22.80%,SCHOOL DISTRICT,505 BROADWAY,DOBBS FERRY,NY,10522,"(41.0184, -73.87)"
661800,WESTCHESTER,Rye City School District,HUDSON VALLEY,97,14.70%,53,8%,150,22.70%,SCHOOL DISTRICT,"411 THEODORE FREMD AVE, ST 1005",RYE,NY,10580,"(40.9766, -73.6976)"
180202,GENESEE,Alexander Central School,WESTERN NEW YORK,19,13%,14,9.60%,33,22.60%,SCHOOL DISTRICT,3314 BUFFALO ST,ALEXANDER,NY,14005,"(42.902, -78.2611)"
400301,NIAGARA,Lewiston Porter Central School,WESTERN NEW YORK,48,12.90%,36,9.70%,84,22.60%,SCHOOL DISTRICT,4061 CREEK RD,YOUNGSTOWN,NY,14174,"(43.2161, -79.0179)"
660802,WESTCHESTER,Pocantico Hills Central School,HUDSON VALLEY,6,11.30%,6,11.30%,12,22.60%,SCHOOL DISTRICT,599 BEDFORD RD,SLEEPY HOLLOW,NY,10591,"(41.0991, -73.8312)"
280218,NASSAU,Garden City Union Free School,NASSAU-SUFFOLK,101,12.40%,82,10.10%,183,22.50%,SCHOOL DISTRICT,56 CATHEDRAL AVE,GARDEN CITY,NY,11530,"(40.7206, -73.6416)"
250109,MADISON,Brookfield Central School,CENTRAL NEW YORK,5,10.20%,6,12.20%,11,22.40%,SCHOOL DISTRICT,1910 FAIRGROUND RD,BROOKFIELD,NY,13314,"(42.8098, -75.34)"
260803,MONROE,West Irondequoit Central School,FINGER LAKES,48,9.70%,63,12.70%,111,22.40%,SCHOOL DISTRICT,321 LIST AVE,ROCHESTER,NY,14617,"(43.2166, -77.5929)"
22101,ALLEGANY,Whitesville Central School District,WESTERN NEW YORK,,,8,22.20%,8,22.20%,SCHOOL DISTRICT,692 MAIN ST,WHITESVILLE,NY,14897,"(42.038, -77.7786)"
280222,NASSAU,Floral Pk-Bellrose U F S,NASSAU-SUFFOLK,66,13%,47,9.20%,113,22.20%,SCHOOL DISTRICT,1 POPPY PL,FLORAL PARK,NY,11001,"(40.7197, -73.7199)"
660501,WESTCHESTER,Harrison Central School,HUDSON VALLEY,91,13.90%,54,8.30%,145,22.20%,SCHOOL DISTRICT,50 UNION AVE,HARRISON,NY,10528,"(40.9797, -73.717)"
660101,WESTCHESTER,Katonah Lewisboro U F S,HUDSON VALLEY,79,14.20%,43,7.70%,122,22%,SCHOOL DISTRICT,1 SHADY LN-RT 123,SOUTH SALEM,NY,10590,"(41.24, -73.517)"
520302,SARATOGA,Shenendehowa Central School,NORTHEASTERN NEW YORK,266,15.10%,120,6.80%,386,21.90%,SCHOOL DISTRICT,5 CHELSEA PL,CLIFTON PARK,NY,12065,"(42.8692, -73.7712)"
280220,NASSAU,Lynbrook Union Free School,NASSAU-SUFFOLK,62,12.10%,50,9.70%,112,21.80%,SCHOOL DISTRICT,111 ATLANTIC AVE,LYNBROOK,NY,11563,"(40.653, -73.6716)"
280402,NASSAU,East Williston U F S,NASSAU-SUFFOLK,41,14.10%,22,7.60%,63,21.70%,SCHOOL DISTRICT,11 BACON RD,OLD WESTBURY,NY,11568,"(40.7618, -73.6177)"
660406,WESTCHESTER,Edgemont Ufs Greenburgh,HUDSON VALLEY,45,14.40%,22,7.10%,67,21.50%,SCHOOL DISTRICT,300 WHITE OAK LN,SCARSDALE,NY,10583,"(41.0007, -73.8093)"
661901,WESTCHESTER,Rye Neck Union Free School,HUDSON VALLEY,45,12.70%,31,8.80%,76,21.50%,SCHOOL DISTRICT,310 HORNIDGE RD,MAMARONECK,NY,10543,"(40.9572, -73.717)"
260901,MONROE,Honeoye Falls-Lima Central School,FINGER LAKES,61,13%,39,8.30%,100,21.40%,SCHOOL DISTRICT,20 CHURCH ST,HONEOYE FALLS,NY,14472,"(42.951, -77.5891)"
611001,TOMPKINS,Trumansburg Central School,CENTRAL NEW YORK,25,12.20%,18,8.80%,43,21%,SCHOOL DISTRICT,100 WHIG ST,TRUMANSBURG,NY,14886,"(42.5389, -76.6527)"
20601,ALLEGANY,Andover Central School District,WESTERN NEW YORK,6,6.60%,13,14.30%,19,20.90%,SCHOOL DISTRICT,31-35 ELM ST,ANDOVER,NY,14806,"(42.1586, -77.792)"
580402,SUFFOLK,Cold Spring Harbor Central Sch,NASSAU-SUFFOLK,51,12.40%,35,8.50%,86,20.90%,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
280405,NASSAU,New Hyde Pk-Garden City Pk Ufsd,NASSAU-SUFFOLK,61,9.10%,79,11.70%,140,20.80%,SCHOOL DISTRICT,1950 HILLSIDE AVE,NEW HYDE PARK,NY,11040,"(40.7509, -73.6784)"
250201,MADISON,Cazenovia Central School,CENTRAL NEW YORK,25,12.30%,17,8.30%,42,20.60%,SCHOOL DISTRICT,31 EMORY AVE,CAZENOVIA,NY,13035,"(42.9333, -75.8584)"
491200,RENSSELAER,Rensselaer City Schools,NORTHEASTERN NEW YORK,5,4.70%,17,15.90%,22,20.60%,SCHOOL DISTRICT,25 VAN RENSSELAER DR,RENSSELAER,NY,12144,"(42.6586, -73.7249)"
660402,WESTCHESTER,Irvington Union Free School,HUDSON VALLEY,31,11.40%,25,9.20%,56,20.50%,SCHOOL DISTRICT,6 DOWS LN,IRVINGTON,NY,10533,"(41.0333, -73.8712)"
131801,DUTCHESS,Rhinebeck Central School,HUDSON VALLEY,13,8.60%,18,11.80%,31,20.40%,SCHOOL DISTRICT,45 N PARK RD,RHINEBECK,NY,12572,"(41.9247, -73.9038)"
261401,MONROE,Pittsford Central School,FINGER LAKES,136,13.10%,74,7.10%,210,20.30%,SCHOOL DISTRICT,75 BARKER RD,PITTSFORD,NY,14534,"(43.0591, -77.5263)"
27,MONTGOMERY,Montgomery,NORTHEASTERN NEW YORK,67,8.40%,93,11.60%,160,20%,COUNTY,,,,,"(42.933637, -74.341972)"
280406,NASSAU,Manhasset Union Free School,NASSAU-SUFFOLK,73,12%,48,7.90%,121,19.80%,SCHOOL DISTRICT,200 MEMORIAL PL,MANHASSET,NY,11030,"(40.7942, -73.7039)"
580405,SUFFOLK,Half Hollow Hills Central Sch,NASSAU-SUFFOLK,212,13%,109,6.70%,321,19.70%,SCHOOL DISTRICT,525 HALF HOLLOW RD,DIX HILLS,NY,11746,"(40.795, -73.3548)"
22902,ALLEGANY,Bolivar-Richburg Central School District,WESTERN NEW YORK,27,14.70%,9,4.90%,36,19.60%,SCHOOL DISTRICT,100 SCHOOL ST,BOLIVAR,NY,14715,"(42.0654, -78.161)"
491700,RENSSELAER,Troy City Schools,NORTHEASTERN NEW YORK,65,13.30%,31,6.30%,96,19.60%,SCHOOL DISTRICT,2920 5TH AVE,TROY,NY,12180,"(42.7466, -73.6832)"
660404,WESTCHESTER,Hastings On Hudson U F S,HUDSON VALLEY,45,14.40%,16,5.10%,61,19.60%,SCHOOL DISTRICT,27 FARRAGUT AVE,HASTINGS ON HUDSON,NY,10706,"(40.9945, -73.8782)"
440201,ORANGE,Chester Union Free School,HUDSON VALLEY,18,12.50%,10,6.90%,28,19.40%,SCHOOL DISTRICT,64 HAMBLETONIAN AVE,CHESTER,NY,10918,"(41.3666, -74.2784)"
581005,SUFFOLK,Southold Union Free School,NASSAU-SUFFOLK,19,11.90%,12,7.50%,31,19.40%,SCHOOL DISTRICT,420 OAKLAWN AVE,SOUTHOLD,NY,11971,"(41.0594, -72.4304)"
661905,WESTCHESTER,Blind Brook-Rye Ufsd,HUDSON VALLEY,39,11.70%,25,7.50%,64,19.30%,SCHOOL DISTRICT,390 N RIDGE ST,RYE BROOK,NY,10573,"(41.0321, -73.6803)"
661301,WESTCHESTER,North Salem Central School District,HUDSON VALLEY,33,13.80%,13,5.40%,46,19.20%,SCHOOL DISTRICT,230  JUNE RD,NORTH SALEM,NY,10560,"(41.354, -73.5942)"
22001,ALLEGANY,Fillmore Central School District,WESTERN NEW YORK,53,17.40%,5,1.60%,58,19.10%,SCHOOL DISTRICT,104 MAIN ST,FILLMORE,NY,14735,"(42.4662, -78.1188)"
580901,SUFFOLK,Remsenburg Speonk U F S,NASSAU-SUFFOLK,7,10.30%,6,8.80%,13,19.10%,SCHOOL DISTRICT,11 MILL RD,REMSENBURG,NY,11960,"(40.8147, -72.6944)"
21102,ALLEGANY,Canaseraga Central School District,WESTERN NEW YORK,6,10.30%,5,8.60%,11,19%,SCHOOL DISTRICT,4-8 MAIN ST,CANASERAGA,NY,14822,"(42.4615, -77.773)"
671002,WYOMING,Wyoming Central School,WESTERN NEW YORK,9,18.80%,,,9,18.80%,SCHOOL DISTRICT,1225 RT 19,WYOMING,NY,14591,"(42.8213, -78.0944)"
570101,STEUBEN,Addison Central School,FINGER LAKES,26,9.20%,26,9.20%,52,18.40%,SCHOOL DISTRICT,7787 STATE ROUTE 417,ADDISON,NY,14801,"(42.0865, -77.2481)"
660405,WESTCHESTER,Ardsley Union Free School,HUDSON VALLEY,44,9.80%,38,8.50%,82,18.30%,SCHOOL DISTRICT,500 FARM RD,ARDSLEY,NY,10502,"(41.0221, -73.8341)"
661601,WESTCHESTER,Pelham Union Free School,HUDSON VALLEY,42,8.30%,51,10%,93,18.30%,SCHOOL DISTRICT,18 FRANKLIN PL,PELHAM,NY,10803,"(40.9039, -73.8123)"
440901,ORANGE,Highland Falls Central School,HUDSON VALLEY,11,18%,,,11,18%,SCHOOL DISTRICT,21 MORGAN RD,FORT MONTGOMERY,NY,10922,"(41.3529, -73.9758)"
411701,ONEIDA,Remsen Central School,CENTRAL NEW YORK,10,10.50%,7,7.40%,17,17.90%,SCHOOL DISTRICT,DAVIS DR,REMSEN,NY,13438,"(43.3458, -75.1937)"
661201,WESTCHESTER,Byram Hills Central School,HUDSON VALLEY,62,12.80%,24,5%,86,17.80%,SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,"(41.1343, -73.6865)"
442101,ORANGE,Warwick Valley Central School,HUDSON VALLEY,39,11%,24,6.80%,63,17.70%,SCHOOL DISTRICT,225 WEST ST EXT,WARWICK,NY,10990,"(41.2551, -74.3858)"
190901,GREENE,Hunter Tannersvl Cent Sch,NORTHEASTERN NEW YORK,6,17.60%,,,6,17.60%,SCHOOL DISTRICT,6094 MAIN ST,TANNERSVILLE,NY,12485,"(42.1957, -74.1373)"
661402,WESTCHESTER,Briarcliff Manor U F S,HUDSON VALLEY,20,9%,18,8.10%,38,17.20%,SCHOOL DISTRICT,45 INGHAM RD,BRIARCLIFF MANOR,NY,10510,"(41.147, -73.8194)"
580913,SUFFOLK,Tuckahoe Com Sch-Southampton,NASSAU-SUFFOLK,19,17.10%,,,19,17.10%,SCHOOL DISTRICT,468 MAGEE ST,SOUTHAMPTON,NY,11968,"(40.8976, -72.4166)"
580206,SUFFOLK,Pt Jefferson U Free Sch,NASSAU-SUFFOLK,18,11.80%,8,5.20%,26,17%,SCHOOL DISTRICT,550 SCRAGGY HILL RD,PORT JEFFERSON,NY,11777,"(40.9443, -73.0535)"
662001,WESTCHESTER,Scarsdale Union Free School,HUDSON VALLEY,41,10.70%,22,5.70%,63,16.40%,SCHOOL DISTRICT,2 BREWSTER RD,SCARSDALE,NY,10583,"(40.9953, -73.7949)"
151401,ESSEX,Schroon Lake Central School,NORTHEASTERN NEW YORK,5,15.60%,,,5,15.60%,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
660809,WESTCHESTER,Pleasantville U F S,HUDSON VALLEY,25,9.80%,14,5.50%,39,15.40%,SCHOOL DISTRICT,60 ROMER AVE,PLEASANTVILLE,NY,10570,"(41.1338, -73.7858)"
170301,FULTON,Wheelerville Union Free School,NORTHEASTERN NEW YORK,5,15.20%,,,5,15.20%,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
660701,WESTCHESTER,Mamaroneck Union Free School,HUDSON VALLEY,65,9.60%,38,5.60%,103,15.20%,SCHOOL DISTRICT,1000 W BOSTON POST RD,MAMARONECK,NY,10543,"(40.9408, -73.7432)"
150203,ESSEX,Crown Point Central School,NORTHEASTERN NEW YORK,5,14.70%,,,5,14.70%,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
570401,STEUBEN,Bradford Central School,FINGER LAKES,7,13.70%,,,7,13.70%,SCHOOL DISTRICT,2820 RT 226,BRADFORD,NY,14815,"(42.3668, -77.0943)"
20,HAMILTON,Hamilton,NORTHEASTERN NEW YORK,,,5,13.20%,5,13.20%,COUNTY,,,,,"(43.618468, -74.395268)"
20101,ALLEGANY,Alfred Almond Central School District,WESTERN NEW YORK,13,12%,,,13,12%,SCHOOL DISTRICT,6795 RT 21,ALMOND,NY,14804,"(42.2954, -77.749)"
62401,CHAUTAUQUA,Ripley Central School District,WESTERN NEW YORK,,,6,11.30%,6,11.30%,SCHOOL DISTRICT,12 N STATE ST,RIPLEY,NY,14775,"(42.268, -79.7114)"
580903,SUFFOLK,Quogue Union Free School,NASSAU-SUFFOLK,6,11.30%,,,6,11.30%,SCHOOL DISTRICT,10 EDGEWOOD RD,QUOGUE,NY,11959,"(40.821, -72.6054)"
471201,OTSEGO,Morris Central School,NORTHEASTERN NEW YORK,6,10.90%,,,6,10.90%,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,"(42.5507, -75.2373)"
571901,STEUBEN,Arkport Central School,FINGER LAKES,6,5.80%,5,4.90%,11,10.70%,SCHOOL DISTRICT,35 EAST AVE,ARKPORT,NY,14807,"(42.3945, -77.6901)"
171001,FULTON,Oppenheim Ephratah Central School,NORTHEASTERN NEW YORK,5,9.60%,,,5,9.60%,SCHOOL DISTRICT,6486 STATE HWY 29,ST JOHNSVILLE,NY,13452,"(43.0603, -74.6633)"
271102,MONTGOMERY,St Johnsville Central School,NORTHEASTERN NEW YORK,,,5,9.60%,5,9.60%,SCHOOL DISTRICT,61 MONROE ST,ST JOHNSVILLE,NY,13452,"(42.9991, -74.6739)"
31601,BROOME,Vestal Central School District,NEW YORK - PENN,45,8.20%,7,1.30%,52,9.40%,SCHOOL DISTRICT,201 MAIN ST,VESTAL,NY,13850,"(42.0849, -76.0537)"
660303,WESTCHESTER,Bronxville Union Free School,HUDSON VALLEY,9,5.90%,,,9,5.90%,SCHOOL DISTRICT,177 PONDFIELD RD,BRONXVILLE,NY,10708,"(40.9366, -73.8318)"
81401,CHENANGO,Georgetown-So Otselic Central School District,NEW YORK - PENN,,,,,,,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"(42.6495, -75.7846)"
120102,DELAWARE,Andes Central School District,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,85 DELAWARE AVE,ANDES,NY,13731,"(42.1385, -74.7791)"
150601,ESSEX,Keene Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150801,ESSEX,Minerva Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
151001,ESSEX,Newcomb Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
170901,FULTON,Northville Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,131 S 3RD ST,NORTHVILLE,NY,12134,"(43.2246, -74.1758)"
200101,HAMILTON,Piseco Common School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,1722 RT 8,PISECO,NY,12139,"(43.4137, -74.525)"
200501,HAMILTON,Inlet Common School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,220 RT 28,INLET,NY,13360,"(43.7462, -74.781)"
200601,HAMILTON,Lake Pleasant Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,210 ELM LAKE RD,SPECULATOR,NY,12164,"(43.5591, -74.357)"
200701,HAMILTON,Long Lake Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,20 SCHOOL LN,LONG LAKE,NY,12847,"(43.9721, -74.4214)"
200901,HAMILTON,Wells Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,1571 STATE RT 30,WELLS,NY,12190,"(43.4735, -74.2743)"
211701,HERKIMER,Van Hornsville-O D Young Central Sch,CENTRAL NEW YORK,,,,,,,SCHOOL DISTRICT,2316 STATE RT 80,VAN HORNESVILLE,NY,13475,"(42.8872, -74.8338)"
280251,NASSAU,Valley Str Central H S,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,1 KENT RD,VALLEY STREAM,NY,11580,"(40.6734, -73.7004)"
280252,NASSAU,Sewanhaka Central High School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,77 LANDAU AVE,FLORAL PARK,NY,11001,"(40.7169, -73.6923)"
280253,NASSAU,Bellmore-Merrick Cent Sch,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,1260 MEADOWBROOK RD,NORTH MERRICK,NY,11566,"(40.6881, -73.5684)"
471101,OTSEGO,Milford Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,"(42.5911, -74.9509)"
480404,PUTNAM,Garrison Union Free School,HUDSON VALLEY,,,,,,,SCHOOL DISTRICT,1100 RT 9D,GARRISON,NY,10524,"(41.3806, -73.9401)"
490801,RENSSELAER,North Greenbush Common School Dist,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,476 N GREENBUSH RD,RENSSELAER,NY,12144,"(42.6593, -73.6932)"
520601,SARATOGA,Edinburg Common School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,4 JOHNSON RD,EDINBURG,NY,12134,"(43.2208, -74.1268)"
580302,SUFFOLK,Wainscott Common School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,47 MAIN ST,WAINSCOTT,NY,11975,"(40.963, -72.1865)"
580514,SUFFOLK,Fire Island Union Free School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,99 MAPLE ST,BAY SHORE,NY,11706,"(40.7159, -73.2419)"
580910,SUFFOLK,Sagaponack Common School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,400 MAIN ST,SAGAPONACK,NY,11962,"(40.9894, -72.3009)"
581002,SUFFOLK,Oysterponds Union Free School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,23405 MAIN RD,ORIENT,NY,11957,"(41.1433, -72.3004)"
581004,SUFFOLK,Fishers Island Central School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,GREENWOOD RD,FISHERS ISLAND,NY,6390,"(41.2554, -72.031)"
581015,SUFFOLK,New Suffolk Common School,NASSAU-SUFFOLK,,,,,,,SCHOOL DISTRICT,1295 4TH ST,NEW SUFFOLK,NY,11956,"(40.9928, -72.4752)"
630918,WARREN,Glens Falls Common School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,120 LAWRENCE ST,GLENS FALLS,NY,12801,"(43.3142, -73.6327)"
641401,WASHINGTON,Putnam Central School,NORTHEASTERN NEW YORK,,,,,,,SCHOOL DISTRICT,126 COUNTY RT 2,PUTNAM STATION,NY,12861,"(43.7478, -73.3953)"
20,HAMILTON,Hamilton,NORTHEASTERN NEW YORK,,,,,,,COUNTY,,,,,"(43.618468, -74.395268)"
